student_id,name,age,grade,school,district,region,attendance_rate,avg_marks,prev_year_marks,marks_trend,distance_km,family_income,parents_education,family_size,health_absences,monsoon_absences,has_sibling_dropout,child_labor,early_marriage_pressure,has_transport,has_scholarship,mid_day_meal,created_at
STU0126,Radha Bose,14,9,Govt Girls High School - Tiruchirappalli,Coimbatore,Semi-Urban,88.35,87.16,86.38,Stable,6.0,5000-10000,Higher Secondary,3,4,0,False,False,False,True,True,False,2025-05-30T15:22:13.028181
STU0127,Radha Iyer,14,8,Panchayat Union School - Salem,Salem,Rural,82.8,56.8,49.74,Improving,5.0,10000-20000,Higher Secondary,3,0,9,False,False,False,False,False,False,2025-07-11T15:22:13.028189
STU0128,Meera Sen,16,10,Govt Girls High School - Tiruchirappalli,Chennai,Semi-Urban,63.87,42.92,39.41,Stable,3.0,5000-10000,Secondary,5,2,1,True,False,False,True,True,True,2025-09-23T15:22:13.028197
STU0129,Priya Reddy,14,7,Corporation School - Vellore,Madurai,Rural,76.99,50.44,51.67,Stable,7.0,5000-10000,Primary,4,4,7,True,False,False,True,False,False,2025-06-02T15:22:13.028207
STU0130,Vaishnavi Mehta,17,11,Panchayat Union School - Salem,Salem,Rural,95.97,81.83,88.73,Declining,15.0,Above 20000,Secondary,4,3,8,False,False,False,False,False,True,2025-05-23T15:22:13.028215
STU0131,Gauri Sen,16,10,Panchayat Union School - Salem,Thanjavur,Urban,93.54,91.62,84.46,Improving,3.0,Above 20000,Higher Secondary,4,4,1,False,False,False,True,True,True,2025-11-01T15:22:13.028223
STU0132,Anjali Singh,12,6,Govt Girls School - Chennai (North),Madurai,Rural,63.42,41.85,41.04,Stable,10.0,10000-20000,Higher Secondary,3,10,5,True,False,False,True,True,True,2025-08-04T15:22:13.028233
STU0133,Aditi Rao,17,12,Government Higher Secondary School - Coimbatore,Salem,Rural,98.28,90.15,90.35,Stable,7.0,5000-10000,Primary,8,5,4,False,False,False,False,True,False,2025-03-03T15:22:13.028243
STU0134,Sanjana Kumar,11,6,Zilla Parishad School - Villupuram,Chennai,Semi-Urban,85.17,73.62,72.07,Stable,5.0,10000-20000,Higher Secondary,4,1,1,False,False,False,False,True,False,2026-01-01T15:22:13.028251
STU0135,Radhika Verma,14,8,Municipal Girls School - Madurai,Thanjavur,Rural,72.74,41.87,35.1,Improving,12.0,Above 20000,Higher Secondary,6,6,9,False,False,True,False,True,True,2025-08-05T15:22:13.028260
STU0136,Aditi Ghosh,16,10,Municipal Girls School - Madurai,Chennai,Urban,80.08,65.1,74.16,Declining,1.0,10000-20000,Primary,5,5,3,False,False,False,True,False,False,2025-03-30T15:22:13.028270
STU0137,Priya Khan,15,8,Corporation School - Vellore,Chennai,Semi-Urban,60.68,42.17,33.87,Improving,10.0,10000-20000,Higher Secondary,3,1,0,True,False,True,True,False,False,2025-12-20T15:22:13.028278
STU0138,Aditi Iyer,17,11,Panchayat Union School - Salem,Thanjavur,Semi-Urban,80.66,50.98,49.9,Stable,15.0,10000-20000,Secondary,4,1,1,False,False,False,False,False,True,2025-11-06T15:22:13.028287
STU0139,Sita Joshi,17,11,Government Higher Secondary School - Coimbatore,Vellore,Semi-Urban,78.94,62.29,69.53,Declining,8.0,Below 5000,Higher Secondary,7,12,1,False,False,False,False,False,False,2025-05-21T15:22:13.028299
STU0140,Ira Iyer,12,6,Govt Girls School - Chennai (North),Salem,Semi-Urban,96.02,79.88,84.97,Declining,12.0,Above 20000,Secondary,7,1,1,False,False,False,False,True,False,2025-04-05T15:22:13.028307
STU0141,Sanjana Khan,15,9,Govt Girls High School - Tiruchirappalli,Vellore,Urban,65.72,43.53,43.72,Stable,2.0,10000-20000,Secondary,7,3,0,False,True,False,False,True,False,2025-06-28T15:22:13.028316
STU0142,Shreya Mehta,19,12,Corporation School - Vellore,Madurai,Urban,61.15,40.43,38.85,Stable,2.0,Above 20000,Secondary,5,12,3,True,True,False,False,False,False,2025-10-29T15:22:13.028325
STU0143,Pooja Das,18,11,Zilla Parishad School - Villupuram,Thanjavur,Rural,72.44,45.55,50.92,Declining,15.0,5000-10000,Primary,4,14,8,False,True,False,True,False,True,2025-10-19T15:22:13.028334
STU0144,Diya Roy,11,6,Government Higher Secondary School - Coimbatore,Tiruchirappalli,Semi-Urban,71.17,35.31,33.17,Stable,7.0,10000-20000,Graduate,5,10,2,False,True,False,False,False,True,2025-10-01T15:22:13.028344
STU0145,Kritika Rao,14,9,Corporation School - Vellore,Tiruchirappalli,Urban,65.23,46.88,55.4,Declining,1.0,10000-20000,Higher Secondary,3,14,2,True,True,False,False,False,True,2025-01-29T15:22:13.028353
STU0146,Kiara Roy,12,6,Govt Model School - Thanjavur,Salem,Urban,82.08,57.88,50.94,Improving,3.0,10000-20000,Secondary,6,14,2,False,False,False,True,True,False,2025-03-09T15:22:13.028361
STU0147,Sakshi Banerjee,16,9,Corporation School - Vellore,Madurai,Rural,75.12,53.6,45.32,Improving,5.0,Below 5000,Higher Secondary,4,0,5,False,False,False,True,False,False,2025-05-01T15:22:13.028369
STU0148,Deepika Das,14,7,Corporation School - Vellore,Madurai,Urban,92.6,92.45,87.28,Improving,3.0,5000-10000,Secondary,8,1,2,False,False,False,True,False,True,2025-11-13T15:22:13.028377
STU0149,Parvati Gupta,12,7,Panchayat Union School - Salem,Madurai,Rural,80.82,57.97,50.74,Improving,5.0,5000-10000,Graduate,7,9,9,True,False,False,False,False,True,2025-09-26T15:22:13.028387
STU0150,Sneha Pillai,15,8,Panchayat Union School - Salem,Villupuram,Urban,65.95,43.14,44.85,Stable,1.0,5000-10000,Primary,3,10,1,False,True,True,True,False,True,2025-01-15T15:22:13.028396
STU0151,Sanjana Desai,15,10,Zilla Parishad School - Villupuram,Villupuram,Semi-Urban,95.74,91.47,86.13,Improving,20.0,10000-20000,Higher Secondary,8,3,0,False,False,False,True,True,True,2025-05-22T15:22:13.028404
STU0152,Aishwarya Bose,16,10,Panchayat Union School - Salem,Salem,Semi-Urban,81.85,60.93,70.56,Declining,4.0,Above 20000,Graduate,6,3,2,False,False,False,True,True,False,2025-09-06T15:22:13.028412
STU0153,Aishwarya Mukherjee,15,8,Zilla Parishad School - Villupuram,Thanjavur,Semi-Urban,87.51,86.11,76.54,Improving,2.0,Above 20000,Primary,5,5,3,False,False,False,True,True,False,2025-02-01T15:22:13.028421
STU0154,Pooja Das,15,10,Govt Girls School - Chennai (North),Vellore,Rural,66.54,31.18,40.29,Declining,5.0,Above 20000,Secondary,6,10,5,True,False,False,False,True,False,2025-08-18T15:22:13.028430
STU0155,Vaishnavi Sen,17,11,Zilla Parishad School - Villupuram,Villupuram,Rural,79.74,67.43,58.12,Improving,7.0,10000-20000,Higher Secondary,8,3,3,True,False,False,True,True,True,2025-06-14T15:22:13.028439
STU0156,Kiara Rao,15,9,Govt Girls High School - Tiruchirappalli,Tiruchirappalli,Rural,76.89,60.59,67.84,Declining,10.0,5000-10000,Primary,6,12,10,False,False,False,False,True,False,2025-11-30T15:22:13.028447
STU0157,Aditi Ali,11,6,Government Higher Secondary School - Coimbatore,Madurai,Urban,66.3,32.03,33.43,Stable,3.0,Below 5000,Secondary,4,14,1,False,False,True,True,False,False,2025-10-26T15:22:13.028457
STU0158,Riya Verma,14,9,Govt Girls High School - Tiruchirappalli,Madurai,Semi-Urban,63.9,35.67,27.57,Improving,6.0,Below 5000,Graduate,7,12,1,False,False,False,False,False,False,2025-05-29T15:22:13.028465
STU0159,Lakshmi Ali,15,8,Zilla Parishad School - Villupuram,Thanjavur,Rural,75.51,69.14,78.38,Declining,7.0,Above 20000,Secondary,5,13,9,False,False,False,True,True,False,2025-04-18T15:22:13.028475
STU0160,Sanjana Shah,15,10,Zilla Parishad School - Villupuram,Tiruchirappalli,Urban,86.79,90.64,100.0,Declining,2.0,Above 20000,Graduate,5,1,2,False,False,False,True,True,False,2025-02-15T15:22:13.028483
STU0161,Nandini Mukherjee,17,12,Zilla Parishad School - Villupuram,Thanjavur,Urban,95.73,81.55,76.85,Stable,3.0,5000-10000,Illiterate,7,4,1,False,False,False,True,True,False,2025-09-08T15:22:13.028494
STU0162,Tanvi Sen,18,12,Govt Girls High School - Tiruchirappalli,Madurai,Urban,76.96,63.3,59.36,Stable,3.0,10000-20000,Primary,8,9,1,True,False,False,False,True,False,2025-03-02T15:22:13.028502
STU0163,Aaradhya Sharma,13,6,Govt Girls High School - Tiruchirappalli,Coimbatore,Semi-Urban,82.32,59.76,55.14,Stable,12.0,10000-20000,Primary,5,11,1,False,False,False,False,True,False,2025-02-17T15:22:13.028518
STU0164,Ishita Sen,14,9,Govt Girls High School - Tiruchirappalli,Chennai,Rural,90.03,88.31,91.45,Stable,7.0,Above 20000,Illiterate,3,5,10,False,False,False,False,False,True,2025-09-26T15:22:13.028527
STU0165,Ishita Khan,12,7,Municipal Girls School - Madurai,Tiruchirappalli,Rural,79.87,52.39,62.31,Declining,5.0,Below 5000,Secondary,8,1,5,False,False,False,True,False,True,2025-07-24T15:22:13.028536
STU0166,Gauri Nair,15,9,Corporation School - Vellore,Villupuram,Urban,69.68,42.68,46.72,Stable,0.5,10000-20000,Primary,6,5,2,False,False,False,True,False,True,2025-12-23T15:22:13.028544
STU0167,Sanjana Verma,17,12,Panchayat Union School - Salem,Thanjavur,Semi-Urban,81.47,54.31,59.56,Declining,5.0,Below 5000,Higher Secondary,8,7,0,False,False,False,False,False,True,2025-12-26T15:22:13.028552
STU0168,Shreya Gupta,17,10,Corporation School - Vellore,Coimbatore,Rural,81.32,61.47,71.06,Declining,20.0,Below 5000,Secondary,6,10,8,True,False,False,True,False,False,2025-08-01T15:22:13.028560
STU0169,Lakshmi Menon,12,6,Panchayat Union School - Salem,Salem,Semi-Urban,87.44,81.46,74.2,Improving,2.0,10000-20000,Higher Secondary,5,2,2,False,False,False,True,True,False,2025-01-24T15:22:13.028569
STU0170,Aditi Sharma,17,12,Govt Girls School - Chennai (North),Tiruchirappalli,Rural,90.38,70.42,63.97,Improving,15.0,Above 20000,Primary,5,2,8,False,False,False,True,True,False,2025-11-10T15:22:13.028578
STU0171,Nandini Mehta,14,9,Govt Model School - Thanjavur,Vellore,Rural,87.63,73.47,74.69,Stable,20.0,10000-20000,Secondary,4,3,1,False,False,False,False,False,False,2025-02-03T15:22:13.028586
STU0172,Nandini Banerjee,18,12,Govt Girls High School - Tiruchirappalli,Madurai,Semi-Urban,60.46,38.72,45.68,Declining,2.0,5000-10000,Primary,7,2,0,False,False,False,False,False,True,2025-06-29T15:22:13.028595
STU0173,Ananya Rao,11,6,Zilla Parishad School - Villupuram,Salem,Urban,81.46,54.05,52.92,Stable,1.0,5000-10000,Graduate,7,3,1,True,False,False,False,False,False,2025-07-30T15:22:13.028603
STU0174,Diya Singh,16,9,Govt Girls High School - Tiruchirappalli,Chennai,Urban,76.66,54.81,62.3,Declining,2.0,10000-20000,Illiterate,4,0,2,False,False,False,True,True,False,2025-08-04T15:22:13.028613
STU0175,Priya Nair,18,11,Corporation School - Vellore,Vellore,Semi-Urban,84.94,67.66,68.83,Stable,20.0,10000-20000,Illiterate,8,0,0,False,False,False,True,True,False,2025-09-20T15:22:13.028621
STU0176,Divya Dutta,15,10,Govt Girls High School - Tiruchirappalli,Tiruchirappalli,Rural,86.6,85.31,95.04,Declining,10.0,10000-20000,Primary,7,2,2,False,False,False,True,True,False,2025-05-09T15:22:13.028630
STU0177,Kritika Ahmed,15,9,Govt Model School - Thanjavur,Vellore,Rural,99.18,77.93,78.46,Stable,12.0,10000-20000,Higher Secondary,4,4,8,False,False,False,True,False,True,2025-09-23T15:22:13.028639
STU0178,Saraswati Sharma,14,9,Govt Model School - Thanjavur,Madurai,Rural,91.44,77.26,73.9,Stable,7.0,5000-10000,Higher Secondary,6,2,9,False,False,False,False,False,False,2025-08-05T15:22:13.028648
STU0179,Parvati Menon,15,8,Govt Model School - Thanjavur,Villupuram,Urban,84.71,54.42,60.98,Declining,3.0,Below 5000,Secondary,5,10,2,False,False,False,True,True,False,2025-08-06T15:22:13.028656
STU0180,Anjali Ali,18,11,Govt Girls High School - Tiruchirappalli,Chennai,Rural,75.63,60.26,57.13,Stable,10.0,Below 5000,Primary,4,4,1,False,False,False,False,True,True,2025-08-07T15:22:13.028666
STU0181,Ira Desai,14,7,Govt Girls High School - Tiruchirappalli,Salem,Urban,92.87,71.78,79.18,Declining,4.0,Below 5000,Higher Secondary,7,1,3,False,False,False,True,False,False,2025-05-24T15:22:13.028674
STU0182,Deepika Iyer,16,9,Zilla Parishad School - Villupuram,Madurai,Rural,80.67,61.63,66.55,Stable,5.0,5000-10000,Higher Secondary,6,6,10,False,False,False,True,False,True,2025-03-01T15:22:13.028683
STU0183,Pooja Gupta,17,12,Govt Model School - Thanjavur,Coimbatore,Rural,75.76,65.27,60.5,Stable,20.0,5000-10000,Secondary,6,2,1,False,False,False,True,True,True,2025-10-27T15:22:13.028691
STU0184,Durga Mukherjee,18,12,Govt Model School - Thanjavur,Madurai,Semi-Urban,83.47,66.63,75.53,Declining,5.0,Above 20000,Primary,4,0,2,True,False,False,True,False,True,2025-10-10T15:22:13.028700
STU0185,Tanvi Pillai,15,10,Govt Girls High School - Tiruchirappalli,Villupuram,Urban,97.87,92.24,95.89,Stable,0.5,5000-10000,Primary,8,2,0,False,False,False,False,True,True,2025-04-15T15:22:13.028709
STU0186,Uma Gupta,14,8,Govt Model School - Thanjavur,Salem,Urban,93.62,74.19,64.64,Improving,4.0,Above 20000,Higher Secondary,6,4,1,False,False,False,True,True,True,2025-11-23T15:22:13.028717
STU0187,Ira Rao,11,6,Zilla Parishad School - Villupuram,Chennai,Rural,68.62,43.31,47.77,Stable,7.0,Below 5000,Illiterate,7,12,10,True,False,False,False,True,True,2025-07-02T15:22:13.028726
STU0188,Uma Desai,13,7,Govt Girls School - Chennai (North),Chennai,Rural,84.06,66.71,58.84,Improving,5.0,Below 5000,Graduate,3,0,6,False,False,False,True,False,False,2025-04-03T15:22:13.028734
STU0189,Kiara Patel,12,7,Corporation School - Vellore,Vellore,Urban,67.79,48.47,57.58,Declining,2.0,Below 5000,Graduate,3,9,2,True,True,False,False,True,False,2025-12-25T15:22:13.028744
STU0190,Saraswati Sharma,13,8,Municipal Girls School - Madurai,Tiruchirappalli,Urban,77.77,65.76,65.94,Stable,3.0,Below 5000,Higher Secondary,8,10,0,False,False,False,False,True,False,2025-10-03T15:22:13.028752
STU0191,Tanvi Agarwal,14,7,Govt Girls High School - Tiruchirappalli,Thanjavur,Semi-Urban,62.43,42.44,42.53,Stable,6.0,Above 20000,Graduate,8,15,2,False,False,False,False,True,False,2025-05-18T15:22:13.028761
STU0192,Aishwarya Das,18,12,Zilla Parishad School - Villupuram,Tiruchirappalli,Semi-Urban,78.7,63.29,55.95,Improving,5.0,5000-10000,Graduate,8,4,3,False,False,False,True,True,True,2025-06-11T15:22:13.028769
STU0193,Sakshi Dutta,17,12,Govt Girls High School - Tiruchirappalli,Thanjavur,Urban,76.24,52.78,62.15,Declining,2.0,Above 20000,Primary,6,0,3,False,False,False,False,True,False,2025-05-25T15:22:13.028777
STU0194,Gauri Menon,19,12,Govt Girls High School - Tiruchirappalli,Salem,Rural,84.36,64.29,62.55,Stable,5.0,10000-20000,Illiterate,8,2,0,False,False,False,True,True,False,2025-10-24T15:22:13.028787
STU0195,Durga Ahmed,18,12,Govt Girls High School - Tiruchirappalli,Thanjavur,Rural,89.47,86.06,90.08,Stable,12.0,Above 20000,Higher Secondary,4,2,7,False,False,False,False,True,True,2025-12-14T15:22:13.028795
STU0196,Durga Mehta,18,12,Govt Model School - Thanjavur,Salem,Urban,65.83,49.98,53.99,Stable,2.0,Above 20000,Higher Secondary,4,11,1,False,False,False,False,True,False,2025-08-16T15:22:13.028804
STU0197,Radha Mukherjee,12,6,Corporation School - Vellore,Vellore,Urban,71.08,32.99,42.06,Declining,3.0,Below 5000,Primary,7,9,2,True,True,False,True,True,False,2025-11-30T15:22:13.028813
STU0198,Madhuri Gupta,17,10,Municipal Girls School - Madurai,Villupuram,Urban,77.33,62.71,68.04,Declining,3.0,5000-10000,Higher Secondary,7,2,2,False,False,False,True,False,False,2025-06-15T15:22:13.028821
STU0199,Myra Banerjee,12,6,Government Higher Secondary School - Coimbatore,Villupuram,Rural,90.38,77.22,81.96,Stable,5.0,10000-20000,Secondary,4,5,1,False,False,False,False,False,True,2025-05-29T15:22:13.028830
STU0200,Diya Kumar,15,9,Panchayat Union School - Salem,Villupuram,Rural,86.14,94.32,96.96,Stable,10.0,Above 20000,Secondary,7,1,3,False,False,False,True,True,False,2025-01-31T15:22:13.028838
STU0201,Pooja Gupta,13,6,Corporation School - Vellore,Tiruchirappalli,Urban,73.88,40.64,32.55,Improving,0.5,10000-20000,Secondary,8,6,3,False,False,False,True,False,True,2025-09-03T15:22:13.028848
STU0202,Sakshi Dutta,15,8,Zilla Parishad School - Villupuram,Thanjavur,Semi-Urban,86.29,81.89,85.43,Stable,12.0,10000-20000,Secondary,8,5,1,False,False,False,True,False,False,2025-11-17T15:22:13.028857
STU0203,Deepika Roy,17,11,Corporation School - Vellore,Vellore,Urban,67.94,34.92,35.94,Stable,2.0,Below 5000,Primary,7,5,0,True,False,False,True,False,False,2025-04-13T15:22:13.028866
STU0204,Ishita Mukherjee,13,6,Municipal Girls School - Madurai,Tiruchirappalli,Rural,79.89,67.94,68.47,Stable,15.0,Above 20000,Primary,7,2,3,False,False,False,True,False,True,2025-05-24T15:22:13.028875
STU0205,Anjali Joshi,16,10,Zilla Parishad School - Villupuram,Coimbatore,Rural,76.06,52.86,45.4,Improving,10.0,5000-10000,Graduate,3,5,6,False,False,False,False,True,True,2025-05-12T15:22:13.028883
STU0206,Ishita Khan,16,9,Government Higher Secondary School - Coimbatore,Madurai,Urban,82.79,56.78,48.67,Improving,0.5,Below 5000,Illiterate,5,4,0,False,False,False,True,True,True,2025-01-08T15:22:13.028891
STU0207,Sita Sen,11,6,Government Higher Secondary School - Coimbatore,Villupuram,Semi-Urban,63.87,38.17,39.99,Stable,2.0,5000-10000,Secondary,4,4,3,True,False,True,True,False,False,2025-10-06T15:22:13.028901
STU0208,Ananya Kumar,16,10,Government Higher Secondary School - Coimbatore,Tiruchirappalli,Rural,80.91,51.85,57.06,Declining,15.0,Above 20000,Secondary,8,13,8,True,False,False,True,False,True,2025-05-29T15:22:13.028909
STU0209,Neha Nair,16,11,Govt Model School - Thanjavur,Salem,Urban,72.22,38.29,33.01,Improving,2.0,Below 5000,Graduate,7,12,3,True,False,True,True,False,False,2025-05-14T15:22:13.028928
STU0210,Nandini Khan,17,11,Govt Girls School - Chennai (North),Salem,Semi-Urban,89.97,77.57,72.75,Stable,4.0,Above 20000,Higher Secondary,5,3,3,False,False,False,True,False,True,2025-04-03T15:22:13.028936
STU0211,Ishita Desai,17,11,Panchayat Union School - Salem,Thanjavur,Rural,82.8,66.37,75.91,Declining,10.0,Below 5000,Illiterate,7,7,1,True,False,False,False,False,False,2025-05-24T15:22:13.028945
STU0212,Shreya Sharma,13,7,Panchayat Union School - Salem,Madurai,Rural,77.91,54.64,64.02,Declining,20.0,5000-10000,Primary,5,4,7,True,False,False,False,True,False,2025-01-11T15:22:13.028954
STU0213,Anjali Bose,15,9,Corporation School - Vellore,Salem,Rural,60.94,49.68,39.72,Improving,5.0,5000-10000,Secondary,5,14,6,False,True,False,True,False,True,2025-12-19T15:22:13.028963
STU0214,Neha Desai,15,8,Municipal Girls School - Madurai,Chennai,Rural,95.13,94.97,89.8,Improving,10.0,5000-10000,Graduate,8,2,5,False,False,False,True,False,True,2025-12-29T15:22:13.028971
STU0215,Lakshmi Singh,13,7,Govt Model School - Thanjavur,Chennai,Urban,77.94,51.8,60.63,Declining,2.0,Above 20000,Secondary,3,1,3,False,False,False,True,False,True,2025-04-21T15:22:13.028981
STU0216,Kritika Roy,15,10,Government Higher Secondary School - Coimbatore,Villupuram,Rural,88.79,78.46,83.44,Stable,15.0,Below 5000,Higher Secondary,3,0,2,False,False,False,False,False,False,2025-10-15T15:22:13.028990
STU0217,Kali Singh,16,11,Municipal Girls School - Madurai,Villupuram,Semi-Urban,98.32,81.18,81.58,Stable,6.0,Below 5000,Illiterate,3,1,1,False,False,False,True,True,True,2025-11-28T15:22:13.028998
STU0218,Priya Agarwal,19,12,Municipal Girls School - Madurai,Coimbatore,Rural,91.75,80.66,80.9,Stable,5.0,Above 20000,Secondary,3,3,0,False,False,False,True,False,False,2025-06-04T15:22:13.029007
STU0219,Durga Kumar,13,8,Govt Model School - Thanjavur,Thanjavur,Semi-Urban,89.7,87.87,83.86,Stable,5.0,5000-10000,Graduate,7,0,1,False,False,False,True,True,False,2025-07-07T15:22:13.029015
STU0220,Durga Reddy,15,8,Zilla Parishad School - Villupuram,Coimbatore,Urban,90.76,72.5,73.79,Stable,3.0,5000-10000,Primary,4,5,0,False,False,False,True,False,False,2025-08-24T15:22:13.029024
STU0221,Diya Ghosh,18,11,Govt Model School - Thanjavur,Chennai,Urban,86.92,83.07,76.58,Improving,3.0,10000-20000,Higher Secondary,6,0,3,False,False,False,True,True,False,2025-11-21T15:22:13.029033
STU0222,Simran Iyer,18,12,Govt Model School - Thanjavur,Tiruchirappalli,Rural,96.2,89.41,93.87,Stable,10.0,Below 5000,Higher Secondary,7,1,8,False,False,False,False,False,False,2025-01-08T15:22:13.029041
STU0223,Madhuri Reddy,17,10,Government Higher Secondary School - Coimbatore,Chennai,Rural,97.39,79.45,72.07,Improving,10.0,Above 20000,Higher Secondary,7,0,3,False,False,False,False,False,True,2025-08-28T15:22:13.029050
STU0224,Vaishnavi Agarwal,17,10,Govt Girls High School - Tiruchirappalli,Thanjavur,Rural,65.07,37.22,38.87,Stable,15.0,5000-10000,Higher Secondary,3,5,8,False,False,True,True,False,True,2025-04-27T15:22:13.029060
STU0225,Sneha Sharma,16,9,Corporation School - Vellore,Tiruchirappalli,Urban,77.34,57.21,62.79,Declining,4.0,Below 5000,Illiterate,7,4,0,False,False,False,True,True,True,2025-08-04T15:22:13.029069
STU0226,Gauri Singh,14,9,Zilla Parishad School - Villupuram,Vellore,Urban,88.58,91.22,85.4,Improving,0.5,Below 5000,Secondary,6,3,3,False,False,False,True,True,False,2025-06-19T15:22:13.029078
STU0227,Radhika Reddy,12,7,Municipal Girls School - Madurai,Tiruchirappalli,Rural,95.12,76.16,81.97,Declining,12.0,10000-20000,Higher Secondary,8,5,2,False,False,False,False,False,True,2025-08-16T15:22:13.029086
STU0228,Priya Gupta,18,12,Corporation School - Vellore,Vellore,Semi-Urban,93.29,86.95,80.92,Improving,3.0,Below 5000,Higher Secondary,3,4,2,False,False,False,False,True,True,2025-10-31T15:22:13.029094
STU0229,Ira Banerjee,15,10,Municipal Girls School - Madurai,Salem,Urban,96.69,72.91,64.36,Improving,0.5,Below 5000,Illiterate,3,0,0,False,False,False,False,True,False,2025-11-17T15:22:13.029103
STU0230,Tanvi Patel,14,7,Govt Girls School - Chennai (North),Vellore,Semi-Urban,92.77,88.62,88.09,Stable,20.0,10000-20000,Graduate,5,0,0,False,False,False,True,False,True,2025-12-29T15:22:13.029112
STU0231,Sakshi Nair,14,8,Govt Girls School - Chennai (North),Vellore,Rural,76.1,51.64,55.57,Stable,5.0,Below 5000,Primary,5,5,0,False,False,False,False,True,False,2025-06-18T15:22:13.029121
STU0232,Lakshmi Chatterjee,15,10,Zilla Parishad School - Villupuram,Thanjavur,Semi-Urban,95.47,81.77,74.04,Improving,4.0,5000-10000,Secondary,7,2,0,False,False,False,False,False,False,2025-06-17T15:22:13.029128
STU0233,Kavya Desai,15,8,Corporation School - Vellore,Vellore,Semi-Urban,76.72,50.92,57.86,Declining,10.0,5000-10000,Illiterate,4,14,3,False,False,False,True,False,True,2025-08-18T15:22:13.029136
STU0234,Kritika Ghosh,15,10,Govt Girls School - Chennai (North),Chennai,Semi-Urban,91.8,89.23,94.36,Declining,7.0,5000-10000,Secondary,8,5,1,False,False,False,True,False,False,2025-01-26T15:22:13.029154
STU0235,Priya Menon,17,10,Municipal Girls School - Madurai,Tiruchirappalli,Rural,63.84,40.86,42.85,Stable,7.0,5000-10000,Primary,7,14,10,True,False,True,True,True,True,2025-12-26T15:22:13.029163
STU0236,Divya Menon,15,10,Corporation School - Vellore,Madurai,Urban,98.51,84.16,90.29,Declining,4.0,5000-10000,Higher Secondary,8,3,3,False,False,False,True,True,False,2025-03-20T15:22:13.029171
STU0237,Madhuri Desai,13,6,Zilla Parishad School - Villupuram,Thanjavur,Rural,64.75,36.62,46.48,Declining,7.0,10000-20000,Illiterate,4,15,8,False,True,True,True,True,False,2025-09-13T15:22:13.029181
STU0238,Aditi Singh,11,6,Govt Model School - Thanjavur,Thanjavur,Semi-Urban,77.95,55.83,65.82,Declining,3.0,10000-20000,Higher Secondary,3,3,1,False,False,False,True,True,False,2025-07-07T15:22:13.029188
STU0239,Durga Ali,12,7,Panchayat Union School - Salem,Madurai,Urban,63.55,35.45,28.61,Improving,0.5,Above 20000,Secondary,3,8,1,False,False,False,True,False,True,2025-08-27T15:22:13.029197
STU0240,Ira Chatterjee,17,12,Govt Girls School - Chennai (North),Vellore,Semi-Urban,81.68,62.08,68.97,Declining,2.0,Below 5000,Graduate,8,4,3,False,False,False,True,False,False,2026-01-02T15:22:13.029206
STU0241,Sakshi Kumar,16,9,Govt Model School - Thanjavur,Thanjavur,Rural,72.87,38.22,33.89,Stable,20.0,5000-10000,Primary,5,0,6,True,True,False,False,False,True,2025-07-30T15:22:13.029215
STU0242,Radhika Singh,15,8,Zilla Parishad School - Villupuram,Vellore,Urban,86.26,73.47,74.72,Stable,4.0,5000-10000,Primary,5,2,3,False,False,False,False,True,False,2025-12-15T15:22:13.029223
STU0243,Sanjana Reddy,16,9,Government Higher Secondary School - Coimbatore,Madurai,Urban,77.36,62.96,56.76,Improving,0.5,Below 5000,Primary,7,5,2,False,False,False,True,False,False,2025-07-09T15:22:13.029232
STU0244,Deepika Mukherjee,11,6,Govt Model School - Thanjavur,Salem,Semi-Urban,78.29,69.74,63.66,Improving,2.0,5000-10000,Illiterate,6,4,1,False,False,False,False,False,True,2025-11-19T15:22:13.029240
STU0245,Deepika Roy,15,8,Panchayat Union School - Salem,Tiruchirappalli,Rural,71.67,43.88,39.68,Stable,7.0,10000-20000,Higher Secondary,8,15,9,False,False,True,False,True,False,2025-10-04T15:22:13.029251
STU0246,Kiara Gupta,17,12,Govt Girls High School - Tiruchirappalli,Tiruchirappalli,Rural,78.27,58.94,68.36,Declining,5.0,Above 20000,Illiterate,4,7,7,False,False,False,True,False,True,2025-11-25T15:22:13.029259
STU0247,Kiara Agarwal,14,7,Corporation School - Vellore,Madurai,Rural,65.45,30.82,25.0,Improving,15.0,Above 20000,Graduate,4,11,10,False,True,True,False,True,False,2025-07-19T15:22:13.029268
STU0248,Madhuri Menon,17,12,Panchayat Union School - Salem,Villupuram,Semi-Urban,79.36,63.38,57.65,Improving,15.0,5000-10000,Higher Secondary,8,1,1,False,False,False,True,True,True,2025-09-10T15:22:13.029276
STU0249,Pooja Gupta,18,12,Govt Girls High School - Tiruchirappalli,Salem,Urban,68.63,42.3,45.44,Stable,1.0,Below 5000,Illiterate,6,2,0,True,False,False,False,False,False,2025-09-10T15:22:13.029284
STU0250,Aishwarya Desai,14,9,Municipal Girls School - Madurai,Salem,Urban,86.0,70.95,80.72,Declining,2.0,10000-20000,Illiterate,5,3,0,False,False,False,False,True,True,2025-01-30T15:22:13.029298
STU0251,Vaishnavi Gupta,17,11,Govt Girls High School - Tiruchirappalli,Tiruchirappalli,Rural,93.63,87.62,80.46,Improving,7.0,10000-20000,Graduate,5,1,6,False,False,False,True,True,True,2025-07-15T15:22:13.029307
